id,country,year,gini,gdp,population,eu_membership,oecd,incomegroup
3309,China,1998,31,3004,1271982336,Non-EU,Non-OECD,Upper middle income
3310,China,1998,40.33,3004,1271982336,Non-EU,Non-OECD,Upper middle income
3311,China,1998,33.01,3004,1271982336,Non-EU,Non-OECD,Upper middle income
3312,China,1998,29.94,3004,1271982336,Non-EU,Non-OECD,Upper middle income
3313,China,1999,38.7,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3314,China,1999,35.39,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3315,China,1999,31.55,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3316,China,1999,37,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3317,China,1999,31,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3318,China,1999,41.61,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3319,China,1999,33.91,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3320,China,1999,29.71,3207,1281514880,Non-EU,Non-OECD,Upper middle income
3321,China,2000,39,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3322,China,2000,33,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3323,China,2000,25.3,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3324,China,2000,43.82,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3325,China,2000,35.75,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3326,China,2000,31.86,3452,1290550784,Non-EU,Non-OECD,Upper middle income
3327,China,2001,32,3712,1299129728,Non-EU,Non-OECD,Upper middle income
3328,China,2001,33,3712,1299129728,Non-EU,Non-OECD,Upper middle income
3329,China,2001,44.73,3712,1299129728,Non-EU,Non-OECD,Upper middle income
3330,China,2001,36.48,3712,1299129728,Non-EU,Non-OECD,Upper middle income
3331,China,2001,32.32,3712,1299129728,Non-EU,Non-OECD,Upper middle income
3332,China,2002,42.02,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3333,China,2002,38.02,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3334,China,2002,33.46,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3335,China,2002,46.31,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3336,China,2002,47.4,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3337,China,2002,35.92,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3338,China,2002,36.87,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3339,China,2002,32.65,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3340,China,2002,33.49,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3341,China,2002,47.1,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3342,China,2002,45.3,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3343,China,2002,37.3,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3344,China,2002,31.7,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3345,China,2002,32.5,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3346,China,2002,35.8,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3347,China,2002,32.65,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3348,China,2002,32.54,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3349,China,2002,31.79,4024,1307352192,Non-EU,Non-OECD,Upper middle income
3350,China,2003,44.68,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3351,China,2003,42.82,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3352,China,2003,41.55,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3353,China,2003,39.52,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3358,China,2003,46.14,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3359,China,2003,44.37,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3360,China,2003,43.05,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3361,China,2003,40.97,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3362,China,2003,33,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3363,China,2003,33,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3364,China,2003,44.9,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3365,China,2003,33.4,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3366,China,2003,32.9,4401,1315303552,Non-EU,Non-OECD,Upper middle income
3367,China,2005,40.92,5335,1330776320,Non-EU,Non-OECD,Upper middle income
3368,China,2005,35.85,5335,1330776320,Non-EU,Non-OECD,Upper middle income
3369,China,2005,34.8,5335,1330776320,Non-EU,Non-OECD,Upper middle income
3370,China,2006,48.7,5980,1338408576,Non-EU,Non-OECD,Upper middle income
3371,China,2006,37,5980,1338408576,Non-EU,Non-OECD,Upper middle income
3372,China,2006,34,5980,1338408576,Non-EU,Non-OECD,Upper middle income
3373,China,2007,48.4,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3374,China,2007,37,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3375,China,2007,34,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3376,China,2007,49,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3377,China,2007,36.6,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3378,China,2007,34.3,6795,1345993856,Non-EU,Non-OECD,Upper middle income
3379,China,2008,49.1,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3380,China,2008,38,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3381,China,2008,34,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3382,China,2008,42.97,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3383,China,2008,39.4,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3384,China,2008,35.15,7413,1353569536,Non-EU,Non-OECD,Upper middle income
3385,China,2009,49,8069,1361169408,Non-EU,Non-OECD,Upper middle income
3386,China,2009,39,8069,1361169408,Non-EU,Non-OECD,Upper middle income
3387,China,2009,34,8069,1361169408,Non-EU,Non-OECD,Upper middle income
3388,China,2010,48.1,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3389,China,2010,38,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3390,China,2010,33,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3391,China,2010,43.74,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3392,China,2010,40.61,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3393,China,2010,35.74,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3394,China,2010,52,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3395,China,2010,48,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3396,China,2010,50,8885,1368810624,Non-EU,Non-OECD,Upper middle income
3397,China,2011,47.7,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3398,China,2011,39,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3399,China,2011,37,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3400,China,2011,51.4,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3401,China,2011,54.8,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3402,China,2011,42.41,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3403,China,2011,38.5,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3404,China,2011,35.56,9687,1376497664,Non-EU,Non-OECD,Upper middle income
3405,China,2012,47.4,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3406,China,2012,,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3407,China,2012,,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3408,China,2012,42.24,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3409,China,2012,39.5,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3410,China,2012,35.35,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3411,China,2012,48,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3412,China,2012,45,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3413,China,2012,48,10398,1384206336,Non-EU,Non-OECD,Upper middle income
3414,China,2013,47.3,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3415,China,2013,,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3416,China,2013,,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3417,China,2013,39.74,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3418,China,2013,33.97,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3419,China,2013,36.69,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3420,China,2013,46.36,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3421,China,2013,43.55,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3422,China,2013,40.07,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3423,China,2013,36.48,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3424,China,2013,37.44,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3425,China,2013,37.7,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3426,China,2013,43.3,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3427,China,2013,37.14,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3428,China,2013,35.78,11150,1391883392,Non-EU,Non-OECD,Upper middle income
3429,China,2014,43.21,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3430,China,2014,41.21,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3431,China,2014,40.14,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3432,China,2014,39.44,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3433,China,2014,43.21,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3434,China,2014,41.21,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3435,China,2014,40.14,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3436,China,2014,39.44,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3437,China,2014,42.12,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3438,China,2014,40.05,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3439,China,2014,38.85,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3440,China,2014,38.76,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3441,China,2014,46.9,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3442,China,2014,,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3443,China,2014,,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3444,China,2014,39.18,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3445,China,2014,33.76,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3446,China,2014,36.43,11917,1399453952,Non-EU,Non-OECD,Upper middle income
3447,China,2015,46.2,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3448,China,2015,,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3449,China,2015,,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3450,China,2015,38.6,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3451,China,2015,33.24,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3452,China,2015,36.16,12692,1406847872,Non-EU,Non-OECD,Upper middle income
3453,China,2016,46.5,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3454,China,2016,,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3455,China,2016,,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3456,China,2016,38.48,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3457,China,2016,33.18,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3458,China,2016,36.12,13488,1414049408,Non-EU,Non-OECD,Upper middle income
3459,China,2017,46.7,14344,1421021696,Non-EU,Non-OECD,Upper middle income
3460,China,2017,,14344,1421021696,Non-EU,Non-OECD,Upper middle income
3461,China,2017,,14344,1421021696,Non-EU,Non-OECD,Upper middle income
3462,China,2018,46.8,15243,1427647744,Non-EU,Non-OECD,Upper middle income
3463,China,2018,,15243,1427647744,Non-EU,Non-OECD,Upper middle income
3464,China,2018,,15243,1427647744,Non-EU,Non-OECD,Upper middle income
3465,China,2019,46.5,16117,1433783808,Non-EU,Non-OECD,Upper middle income
3466,China,2019,,16117,1433783808,Non-EU,Non-OECD,Upper middle income
3467,China,2019,,16117,1433783808,Non-EU,Non-OECD,Upper middle income
3468,Colombia,1960,59.2,4341,16057714,Non-EU,OECD,Upper middle income
3469,Colombia,1962,48.3,4510,17092920,Non-EU,OECD,Upper middle income
3470,Colombia,1962,52.5,4510,17092920,Non-EU,OECD,Upper middle income
3471,Colombia,1964,64.7,4651,18175188,Non-EU,OECD,Upper middle income
3472,Colombia,1964,56.3,4651,18175188,Non-EU,OECD,Upper middle income
3473,Colombia,1964,59.7,4651,18175188,Non-EU,OECD,Upper middle income
3474,Colombia,1964,60.3,4651,18175188,Non-EU,OECD,Upper middle income
3475,Colombia,1964,58.4,4651,18175188,Non-EU,OECD,Upper middle income
3476,Colombia,1964,57.2,4651,18175188,Non-EU,OECD,Upper middle income
3477,Colombia,1964,62,4651,18175188,Non-EU,OECD,Upper middle income
3478,Colombia,1967,47,4841,19837508,Non-EU,OECD,Upper middle income
3479,Colombia,1970,56,5379,21480064,Non-EU,OECD,Upper middle income
3480,Colombia,1970,48,5379,21480064,Non-EU,OECD,Upper middle income
3481,Colombia,1970,48,5379,21480064,Non-EU,OECD,Upper middle income
3482,Colombia,1970,49,5379,21480064,Non-EU,OECD,Upper middle income
3483,Colombia,1970,52,5379,21480064,Non-EU,OECD,Upper middle income
3484,Colombia,1970,47.6,5379,21480064,Non-EU,OECD,Upper middle income
3485,Colombia,1970,54.7,5379,21480064,Non-EU,OECD,Upper middle income
3486,Colombia,1970,56.2,5379,21480064,Non-EU,OECD,Upper middle income
3487,Colombia,1970,47.6,5379,21480064,Non-EU,OECD,Upper middle income
3488,Colombia,1970,55.2,5379,21480064,Non-EU,OECD,Upper middle income
3489,Colombia,1970,55.6,5379,21480064,Non-EU,OECD,Upper middle income
3490,Colombia,1971,43.2,5553,22003982,Non-EU,OECD,Upper middle income
3491,Colombia,1971,55,5553,22003982,Non-EU,OECD,Upper middle income
3492,Colombia,1971,45,5553,22003982,Non-EU,OECD,Upper middle income
3493,Colombia,1971,52,5553,22003982,Non-EU,OECD,Upper middle income
3494,Colombia,1971,51,5553,22003982,Non-EU,OECD,Upper middle income
3495,Colombia,1971,41,5553,22003982,Non-EU,OECD,Upper middle income
3496,Colombia,1971,48,5553,22003982,Non-EU,OECD,Upper middle income
3497,Colombia,1971,57,5553,22003982,Non-EU,OECD,Upper middle income
3498,Colombia,1972,42.7,5833,22516430,Non-EU,OECD,Upper middle income
3499,Colombia,1972,62,5833,22516430,Non-EU,OECD,Upper middle income
3500,Colombia,1972,56,5833,22516430,Non-EU,OECD,Upper middle income
3501,Colombia,1972,57,5833,22516430,Non-EU,OECD,Upper middle income
3502,Colombia,1972,51,5833,22516430,Non-EU,OECD,Upper middle income
3503,Colombia,1974,46,6290,23538390,Non-EU,OECD,Upper middle income
3504,Colombia,1974,52,6290,23538390,Non-EU,OECD,Upper middle income
3505,Colombia,1975,56,6296,24065502,Non-EU,OECD,Upper middle income
3506,Colombia,1976,50.8,6455,24608102,Non-EU,OECD,Upper middle income
3507,Colombia,1978,54.5,7027,25733670,Non-EU,OECD,Upper middle income
3508,Colombia,1978,52.6,7027,25733670,Non-EU,OECD,Upper middle income
3509,Colombia,1978,51.6,7027,25733670,Non-EU,OECD,Upper middle income
3510,Colombia,1978,47.8,7027,25733670,Non-EU,OECD,Upper middle income
3511,Colombia,1979,50,7262,26312996,Non-EU,OECD,Upper middle income
3512,Colombia,1979,55,7262,26312996,Non-EU,OECD,Upper middle income
3513,Colombia,1980,59.13,7402,26900508,Non-EU,OECD,Upper middle income
3514,Colombia,1980,58.8,7402,26900508,Non-EU,OECD,Upper middle income
3515,Colombia,1980,44.6,7402,26900508,Non-EU,OECD,Upper middle income
3516,Colombia,1982,52,7306,28101824,Non-EU,OECD,Upper middle income
3517,Colombia,1982,56,7306,28101824,Non-EU,OECD,Upper middle income
3518,Colombia,1983,43.4,7259,28714184,Non-EU,OECD,Upper middle income
3519,Colombia,1985,44.7,7427,29951194,Non-EU,OECD,Upper middle income
3520,Colombia,1988,53.11,8117,31822528,Non-EU,OECD,Upper middle income
3521,Colombia,1988,51.2,8117,31822528,Non-EU,OECD,Upper middle income
3522,Colombia,1988,46.9,8117,31822528,Non-EU,OECD,Upper middle income
3523,Colombia,1988,48.5,8117,31822528,Non-EU,OECD,Upper middle income
3524,Colombia,1989,53.59,8216,32457496,Non-EU,OECD,Upper middle income
3525,Colombia,1989,53.2,8216,32457496,Non-EU,OECD,Upper middle income
3526,Colombia,1991,53.1,8393,33758328,Non-EU,OECD,Upper middle income
3527,Colombia,1991,57.7,8393,33758328,Non-EU,OECD,Upper middle income
3528,Colombia,1991,48.4,8393,33758328,Non-EU,OECD,Upper middle income
3529,Colombia,1991,51.32,8393,33758328,Non-EU,OECD,Upper middle income
3530,Colombia,1991,56.7,8393,33758328,Non-EU,OECD,Upper middle income
3531,Colombia,1992,48,8564,34422568,Non-EU,OECD,Upper middle income
3532,Colombia,1992,51.45,8564,34422568,Non-EU,OECD,Upper middle income
3533,Colombia,1993,60.4,8853,35091272,Non-EU,OECD,Upper middle income
3534,Colombia,1993,61,8853,35091272,Non-EU,OECD,Upper middle income
3535,Colombia,1993,52,8853,35091272,Non-EU,OECD,Upper middle income
3536,Colombia,1993,58,8853,35091272,Non-EU,OECD,Upper middle income
3537,Colombia,1994,60.1,9193,35758976,Non-EU,OECD,Upper middle income
3538,Colombia,1994,57,9193,35758976,Non-EU,OECD,Upper middle income
3539,Colombia,1994,57.9,9193,35758976,Non-EU,OECD,Upper middle income
3540,Colombia,1994,58,9193,35758976,Non-EU,OECD,Upper middle income
3541,Colombia,1994,49,9193,35758976,Non-EU,OECD,Upper middle income
3542,Colombia,1994,54,9193,35758976,Non-EU,OECD,Upper middle income
3543,Colombia,1995,56,9495,36421436,Non-EU,OECD,Upper middle income
3544,Colombia,1995,57,9495,36421436,Non-EU,OECD,Upper middle income
3545,Colombia,1996,54,9519,37076388,Non-EU,OECD,Upper middle income
3546,Colombia,1996,55.9,9519,37076388,Non-EU,OECD,Upper middle income
3547,Colombia,1996,56.93,9519,37076388,Non-EU,OECD,Upper middle income
3548,Colombia,1997,56.9,9676,37723804,Non-EU,OECD,Upper middle income
3549,Colombia,1997,48.8,9676,37723804,Non-EU,OECD,Upper middle income
3550,Colombia,1997,56,9676,37723804,Non-EU,OECD,Upper middle income
3551,Colombia,1997,58.2,9676,37723804,Non-EU,OECD,Upper middle income
3552,Colombia,1997,57.6,9676,37723804,Non-EU,OECD,Upper middle income
3553,Colombia,1998,57.7,9569,38364308,Non-EU,OECD,Upper middle income
3554,Colombia,1998,56.8,9569,38364308,Non-EU,OECD,Upper middle income
3555,Colombia,1999,55,9018,38999468,Non-EU,OECD,Upper middle income
3556,Colombia,1999,57.2,9018,38999468,Non-EU,OECD,Upper middle income
3557,Colombia,1999,52.5,9018,38999468,Non-EU,OECD,Upper middle income
3558,Colombia,1999,56.4,9018,38999468,Non-EU,OECD,Upper middle income
3559,Colombia,1999,58.74,9018,38999468,Non-EU,OECD,Upper middle income
3560,Colombia,1999,56.2,9018,38999468,Non-EU,OECD,Upper middle income
3561,Colombia,2000,55,9134,39629964,Non-EU,OECD,Upper middle income
3562,Colombia,2000,55,9134,39629964,Non-EU,OECD,Upper middle income
3563,Colombia,2000,58.68,9134,39629964,Non-EU,OECD,Upper middle income
3564,Colombia,2001,56.2,9142,40255956,Non-EU,OECD,Upper middle income
3565,Colombia,2001,54,9142,40255956,Non-EU,OECD,Upper middle income
3566,Colombia,2001,57.2,9142,40255956,Non-EU,OECD,Upper middle income
3567,Colombia,2002,55.95,9229,40875364,Non-EU,OECD,Upper middle income
3568,Colombia,2002,53.58,9229,40875364,Non-EU,OECD,Upper middle income
3569,Colombia,2002,56.7,9229,40875364,Non-EU,OECD,Upper middle income
3570,Colombia,2002,52.3,9229,40875364,Non-EU,OECD,Upper middle income
3571,Colombia,2002,54.6,9229,40875364,Non-EU,OECD,Upper middle income
3572,Colombia,2002,56.7,9229,40875364,Non-EU,OECD,Upper middle income
3573,Colombia,2002,51.7,9229,40875364,Non-EU,OECD,Upper middle income
3574,Colombia,2002,54.4,9229,40875364,Non-EU,OECD,Upper middle income
3575,Colombia,2002,55.79,9229,40875364,Non-EU,OECD,Upper middle income
3576,Colombia,2003,53.23,9450,41483872,Non-EU,OECD,Upper middle income
3577,Colombia,2003,50.88,9450,41483872,Non-EU,OECD,Upper middle income
3578,Colombia,2003,54.9,9450,41483872,Non-EU,OECD,Upper middle income
3579,Colombia,2003,46.7,9450,41483872,Non-EU,OECD,Upper middle income
3580,Colombia,2003,53.2,9450,41483872,Non-EU,OECD,Upper middle income
3581,Colombia,2003,54.8,9450,41483872,Non-EU,OECD,Upper middle income
3582,Colombia,2003,46.2,9450,41483872,Non-EU,OECD,Upper middle income
3583,Colombia,2003,53.1,9450,41483872,Non-EU,OECD,Upper middle income
3584,Colombia,2003,53.37,9450,41483872,Non-EU,OECD,Upper middle income
3585,Colombia,2004,57.01,9814,42075952,Non-EU,OECD,Upper middle income
3586,Colombia,2004,54.02,9814,42075952,Non-EU,OECD,Upper middle income
3587,Colombia,2004,53.37,9814,42075952,Non-EU,OECD,Upper middle income
3588,Colombia,2004,54.1,9814,42075952,Non-EU,OECD,Upper middle income
3589,Colombia,2004,57.36,9814,42075952,Non-EU,OECD,Upper middle income
3590,Colombia,2004,54.43,9814,42075952,Non-EU,OECD,Upper middle income
3591,Colombia,2004,53.76,9814,42075952,Non-EU,OECD,Upper middle income
3592,Colombia,2004,54.52,9814,42075952,Non-EU,OECD,Upper middle income
3593,Colombia,2004,55.09,9814,42075952,Non-EU,OECD,Upper middle income
3594,Colombia,2004,52.86,9814,42075952,Non-EU,OECD,Upper middle income
3595,Colombia,2004,55.4,9814,42075952,Non-EU,OECD,Upper middle income
3596,Colombia,2004,44.1,9814,42075952,Non-EU,OECD,Upper middle income
3597,Colombia,2004,53.6,9814,42075952,Non-EU,OECD,Upper middle income
3598,Colombia,2004,55.3,9814,42075952,Non-EU,OECD,Upper middle income
3599,Colombia,2004,43.4,9814,42075952,Non-EU,OECD,Upper middle income
3600,Colombia,2004,53.4,9814,42075952,Non-EU,OECD,Upper middle income
3601,Colombia,2004,54.84,9814,42075952,Non-EU,OECD,Upper middle income
3602,Colombia,2005,53.77,10150,42647732,Non-EU,OECD,Upper middle income
3603,Colombia,2005,51.36,10150,42647732,Non-EU,OECD,Upper middle income
3604,Colombia,2005,55,10150,42647732,Non-EU,OECD,Upper middle income
3605,Colombia,2005,46.1,10150,42647732,Non-EU,OECD,Upper middle income
3606,Colombia,2005,53,10150,42647732,Non-EU,OECD,Upper middle income
3607,Colombia,2005,55.1,10150,42647732,Non-EU,OECD,Upper middle income
3608,Colombia,2005,45.8,10150,42647732,Non-EU,OECD,Upper middle income
3609,Colombia,2005,53.1,10150,42647732,Non-EU,OECD,Upper middle income
3610,Colombia,2005,53.7,10150,42647732,Non-EU,OECD,Upper middle income
3611,Colombia,2007,60.38,11274,43737512,Non-EU,OECD,Upper middle income
3612,Colombia,2007,57.38,11274,43737512,Non-EU,OECD,Upper middle income
3613,Colombia,2007,56.92,11274,43737512,Non-EU,OECD,Upper middle income
3614,Colombia,2007,57.8,11274,43737512,Non-EU,OECD,Upper middle income
3615,Colombia,2007,60.67,11274,43737512,Non-EU,OECD,Upper middle income
3616,Colombia,2007,57.73,11274,43737512,Non-EU,OECD,Upper middle income
3617,Colombia,2007,57.28,11274,43737512,Non-EU,OECD,Upper middle income
3618,Colombia,2007,58.08,11274,43737512,Non-EU,OECD,Upper middle income
3619,Colombia,2008,55.25,11508,44254972,Non-EU,OECD,Upper middle income
3620,Colombia,2008,53.03,11508,44254972,Non-EU,OECD,Upper middle income
3621,Colombia,2008,57.2,11508,44254972,Non-EU,OECD,Upper middle income
3622,Colombia,2008,49.4,11508,44254972,Non-EU,OECD,Upper middle income
3623,Colombia,2008,54.7,11508,44254972,Non-EU,OECD,Upper middle income
3624,Colombia,2008,56.2,11508,44254972,Non-EU,OECD,Upper middle income
3625,Colombia,2008,48.5,11508,44254972,Non-EU,OECD,Upper middle income
3626,Colombia,2008,53.7,11508,44254972,Non-EU,OECD,Upper middle income
3627,Colombia,2008,57,11508,44254972,Non-EU,OECD,Upper middle income
3628,Colombia,2008,49,11508,44254972,Non-EU,OECD,Upper middle income
3629,Colombia,2008,54,11508,44254972,Non-EU,OECD,Upper middle income
3630,Colombia,2008,55.54,11508,44254972,Non-EU,OECD,Upper middle income
3631,Colombia,2009,54.23,11510,44750056,Non-EU,OECD,Upper middle income
3632,Colombia,2009,52.04,11510,44750056,Non-EU,OECD,Upper middle income
3633,Colombia,2009,55.7,11510,44750056,Non-EU,OECD,Upper middle income
3634,Colombia,2009,47.3,11510,44750056,Non-EU,OECD,Upper middle income
3635,Colombia,2009,53.5,11510,44750056,Non-EU,OECD,Upper middle income
3636,Colombia,2009,55.3,11510,44750056,Non-EU,OECD,Upper middle income
3637,Colombia,2009,46.6,11510,44750056,Non-EU,OECD,Upper middle income
3638,Colombia,2009,53,11510,44750056,Non-EU,OECD,Upper middle income
3639,Colombia,2009,56,11510,44750056,Non-EU,OECD,Upper middle income
3640,Colombia,2009,47,11510,44750056,Non-EU,OECD,Upper middle income
3641,Colombia,2009,53,11510,44750056,Non-EU,OECD,Upper middle income
3642,Colombia,2009,54.39,11510,44750056,Non-EU,OECD,Upper middle income
3643,Colombia,2010,56,11902,45222700,Non-EU,OECD,Upper middle income
3644,Colombia,2010,52.98,11902,45222700,Non-EU,OECD,Upper middle income
3645,Colombia,2010,52.73,11902,45222700,Non-EU,OECD,Upper middle income
3646,Colombia,2010,53.67,11902,45222700,Non-EU,OECD,Upper middle income
3647,Colombia,2010,56.64,11902,45222700,Non-EU,OECD,Upper middle income
3648,Colombia,2010,53.58,11902,45222700,Non-EU,OECD,Upper middle income
3649,Colombia,2010,53.16,11902,45222700,Non-EU,OECD,Upper middle income
3650,Colombia,2010,54.32,11902,45222700,Non-EU,OECD,Upper middle income
3651,Colombia,2010,54.61,11902,45222700,Non-EU,OECD,Upper middle income
3652,Colombia,2010,52.34,11902,45222700,Non-EU,OECD,Upper middle income
3653,Colombia,2010,56,11902,45222700,Non-EU,OECD,Upper middle income
3654,Colombia,2010,47.4,11902,45222700,Non-EU,OECD,Upper middle income
3655,Colombia,2010,53.8,11902,45222700,Non-EU,OECD,Upper middle income
3656,Colombia,2010,55.7,11902,45222700,Non-EU,OECD,Upper middle income
3657,Colombia,2010,46.7,11902,45222700,Non-EU,OECD,Upper middle income
3658,Colombia,2010,53.3,11902,45222700,Non-EU,OECD,Upper middle income
3659,Colombia,2010,56,11902,45222700,Non-EU,OECD,Upper middle income
3660,Colombia,2010,47,11902,45222700,Non-EU,OECD,Upper middle income
3661,Colombia,2010,54,11902,45222700,Non-EU,OECD,Upper middle income
3662,Colombia,2010,54.73,11902,45222700,Non-EU,OECD,Upper middle income
3663,Colombia,2011,53.42,12606,45662748,Non-EU,OECD,Upper middle income
3664,Colombia,2011,51.2,12606,45662748,Non-EU,OECD,Upper middle income
3665,Colombia,2011,54.9,12606,45662748,Non-EU,OECD,Upper middle income
3666,Colombia,2011,46.2,12606,45662748,Non-EU,OECD,Upper middle income
3667,Colombia,2011,52.7,12606,45662748,Non-EU,OECD,Upper middle income
3668,Colombia,2011,54.5,12606,45662748,Non-EU,OECD,Upper middle income
3669,Colombia,2011,45.6,12606,45662748,Non-EU,OECD,Upper middle income
3670,Colombia,2011,52.2,12606,45662748,Non-EU,OECD,Upper middle income
3671,Colombia,2011,53.52,12606,45662748,Non-EU,OECD,Upper middle income
